Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
Cinder Scan Profile Retail 0296,game.gen-game-cinder-scan-profile-retail-0296.standard,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios.,medium,none,free,Routing,standard,cinder|game,60,39.10
Cinder Scan Profile Retail 0296 Fast,game.gen-game-cinder-scan-profile-retail-0296.fast,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-fast,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,cinder|fast,45,38.98
Cinder Scan Profile Retail 0296 Deep,game.gen-game-cinder-scan-profile-retail-0296.deep,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-deep,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,cinder|deep,45,38.51
Cinder Scan Profile Retail 0296 Strict,game.gen-game-cinder-scan-profile-retail-0296.strict,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-strict,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,cinder|game,45,38.55
Cinder Scan Profile Retail 0296 Creative,game.gen-game-cinder-scan-profile-retail-0296.creative,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-creative,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,cinder|creative,45,38.60
Cinder Scan Profile Retail 0296 Compact,game.gen-game-cinder-scan-profile-retail-0296.compact,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-compact,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,cinder|compact,45,38.61
Cinder Scan Profile Retail 0296 Verbose,game.gen-game-cinder-scan-profile-retail-0296.verbose,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-verbose,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,cinder|game,45,38.88
Cinder Scan Profile Retail 0296 Safe,game.gen-game-cinder-scan-profile-retail-0296.safe,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-safe,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,cinder|game,45,38.50
Cinder Scan Profile Retail 0296 Adaptive,game.gen-game-cinder-scan-profile-retail-0296.adaptive,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-adaptive,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|cinder,45,39.26
Cinder Scan Profile Retail 0296 Batch,game.gen-game-cinder-scan-profile-retail-0296.batch,Magnexis APIHub > Game,api-game-gen-game-cinder-scan-profile-retail-0296-batch,game,Cinder Scan Profile Retail 0296 orchestrates deterministic routing results for game workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|cinder,45,38.86
Nexus Scan Profile Retail 0297,sim.gen-sim-nexus-scan-profile-retail-0297.standard,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios.,high,none,pro,Profiling,standard,gen-296|magnexis,30,38.43
Nexus Scan Profile Retail 0297 Fast,sim.gen-sim-nexus-scan-profile-retail-0297.fast,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-fast,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,fast|gen-296,20,38.91
Nexus Scan Profile Retail 0297 Deep,sim.gen-sim-nexus-scan-profile-retail-0297.deep,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-deep,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,deep|gen-296,20,38.79
Nexus Scan Profile Retail 0297 Strict,sim.gen-sim-nexus-scan-profile-retail-0297.strict,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-strict,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,gen-296|magnexis,20,38.74
Nexus Scan Profile Retail 0297 Creative,sim.gen-sim-nexus-scan-profile-retail-0297.creative,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-creative,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,creative|gen-296,20,38.55
Nexus Scan Profile Retail 0297 Compact,sim.gen-sim-nexus-scan-profile-retail-0297.compact,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-compact,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,compact|gen-296,20,38.63
Nexus Scan Profile Retail 0297 Verbose,sim.gen-sim-nexus-scan-profile-retail-0297.verbose,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-verbose,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,gen-296|magnexis,20,39.01
Nexus Scan Profile Retail 0297 Safe,sim.gen-sim-nexus-scan-profile-retail-0297.safe,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-safe,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,gen-296|magnexis,20,38.79
Nexus Scan Profile Retail 0297 Adaptive,sim.gen-sim-nexus-scan-profile-retail-0297.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-adaptive,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|gen-296,20,38.73
Nexus Scan Profile Retail 0297 Batch,sim.gen-sim-nexus-scan-profile-retail-0297.batch,Magnexis APIHub > Sim,api-sim-gen-sim-nexus-scan-profile-retail-0297-batch,sim,Nexus Scan Profile Retail 0297 orchestrates deterministic profiling results for sim workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,batch|gen-296,20,39.44
Quartz Scan Profile Retail 0298,edu.gen-edu-quartz-scan-profile-retail-0298.standard,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios.,low,none,free,Monitoring,standard,edu|gen-297,90,38.53
Quartz Scan Profile Retail 0298 Fast,edu.gen-edu-quartz-scan-profile-retail-0298.fast,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-fast,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,edu|fast,75,38.62
Quartz Scan Profile Retail 0298 Deep,edu.gen-edu-quartz-scan-profile-retail-0298.deep,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-deep,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,deep|edu,75,38.69
Quartz Scan Profile Retail 0298 Strict,edu.gen-edu-quartz-scan-profile-retail-0298.strict,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-strict,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,edu|gen-297,75,39.19
Quartz Scan Profile Retail 0298 Creative,edu.gen-edu-quartz-scan-profile-retail-0298.creative,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-creative,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,creative|edu,75,38.66
Quartz Scan Profile Retail 0298 Compact,edu.gen-edu-quartz-scan-profile-retail-0298.compact,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-compact,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,compact|edu,75,38.95
Quartz Scan Profile Retail 0298 Verbose,edu.gen-edu-quartz-scan-profile-retail-0298.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-verbose,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,edu|gen-297,75,38.93
Quartz Scan Profile Retail 0298 Safe,edu.gen-edu-quartz-scan-profile-retail-0298.safe,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-safe,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,edu|gen-297,75,39.18
Quartz Scan Profile Retail 0298 Adaptive,edu.gen-edu-quartz-scan-profile-retail-0298.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-adaptive,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|edu,75,39.43
Quartz Scan Profile Retail 0298 Batch,edu.gen-edu-quartz-scan-profile-retail-0298.batch,Magnexis APIHub > Edu,api-edu-gen-edu-quartz-scan-profile-retail-0298-batch,edu,Quartz Scan Profile Retail 0298 orchestrates deterministic monitoring results for edu workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|edu,75,38.93
Delta Scan Profile Retail 0299,utility.gen-utility-delta-scan-profile-retail-0299.standard,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios.,medium,none,free,Simulation,standard,delta|gen-298,60,39.22
Delta Scan Profile Retail 0299 Fast,utility.gen-utility-delta-scan-profile-retail-0299.fast,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-fast,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,delta|fast,45,38.64
Delta Scan Profile Retail 0299 Deep,utility.gen-utility-delta-scan-profile-retail-0299.deep,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-deep,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,deep|delta,45,38.65
Delta Scan Profile Retail 0299 Strict,utility.gen-utility-delta-scan-profile-retail-0299.strict,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-strict,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,delta|gen-298,45,38.74
Delta Scan Profile Retail 0299 Creative,utility.gen-utility-delta-scan-profile-retail-0299.creative,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-creative,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,creative|delta,45,39.31
Delta Scan Profile Retail 0299 Compact,utility.gen-utility-delta-scan-profile-retail-0299.compact,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-compact,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,compact|delta,45,38.69
Delta Scan Profile Retail 0299 Verbose,utility.gen-utility-delta-scan-profile-retail-0299.verbose,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-verbose,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,delta|gen-298,45,38.70
Delta Scan Profile Retail 0299 Safe,utility.gen-utility-delta-scan-profile-retail-0299.safe,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-safe,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,delta|gen-298,45,39.12
Delta Scan Profile Retail 0299 Adaptive,utility.gen-utility-delta-scan-profile-retail-0299.adaptive,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-adaptive,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|delta,45,39.05
Delta Scan Profile Retail 0299 Batch,utility.gen-utility-delta-scan-profile-retail-0299.batch,Magnexis APIHub > Utility,api-utility-gen-utility-delta-scan-profile-retail-0299-batch,utility,Delta Scan Profile Retail 0299 orchestrates deterministic simulation results for utility workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|delta,45,39.26
Ripple Scan Profile Retail 0300,ai.gen-ai-ripple-scan-profile-retail-0300.standard,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios.,high,none,pro,Optimization,standard,ai|gen-299,30,39.35
Ripple Scan Profile Retail 0300 Fast,ai.gen-ai-ripple-scan-profile-retail-0300.fast,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-fast,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,ai|fast,20,38.81
Ripple Scan Profile Retail 0300 Deep,ai.gen-ai-ripple-scan-profile-retail-0300.deep,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-deep,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,ai|deep,20,38.88
Ripple Scan Profile Retail 0300 Strict,ai.gen-ai-ripple-scan-profile-retail-0300.strict,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-strict,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,ai|gen-299,20,39.43
Ripple Scan Profile Retail 0300 Creative,ai.gen-ai-ripple-scan-profile-retail-0300.creative,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-creative,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,ai|creative,20,39.27
Ripple Scan Profile Retail 0300 Compact,ai.gen-ai-ripple-scan-profile-retail-0300.compact,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-compact,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,ai|compact,20,38.89
Ripple Scan Profile Retail 0300 Verbose,ai.gen-ai-ripple-scan-profile-retail-0300.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-verbose,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,ai|gen-299,20,39.24
Ripple Scan Profile Retail 0300 Safe,ai.gen-ai-ripple-scan-profile-retail-0300.safe,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-safe,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,ai|gen-299,20,39.55
Ripple Scan Profile Retail 0300 Adaptive,ai.gen-ai-ripple-scan-profile-retail-0300.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-adaptive,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|ai,20,38.92
Ripple Scan Profile Retail 0300 Batch,ai.gen-ai-ripple-scan-profile-retail-0300.batch,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-scan-profile-retail-0300-batch,ai,Ripple Scan Profile Retail 0300 orchestrates deterministic optimization results for ai workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,ai|batch,20,39.67
Atlas Scan Profile Retail 0301,text.gen-text-atlas-scan-profile-retail-0301.standard,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios.,low,none,free,Orchestration,standard,atlas|gen-300,90,38.95
Atlas Scan Profile Retail 0301 Fast,text.gen-text-atlas-scan-profile-retail-0301.fast,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-fast,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,atlas|fast,75,38.96
Atlas Scan Profile Retail 0301 Deep,text.gen-text-atlas-scan-profile-retail-0301.deep,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-deep,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,atlas|deep,75,39.20
Atlas Scan Profile Retail 0301 Strict,text.gen-text-atlas-scan-profile-retail-0301.strict,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-strict,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,atlas|gen-300,75,39.13
Atlas Scan Profile Retail 0301 Creative,text.gen-text-atlas-scan-profile-retail-0301.creative,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-creative,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,atlas|creative,75,39.21
Atlas Scan Profile Retail 0301 Compact,text.gen-text-atlas-scan-profile-retail-0301.compact,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-compact,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,atlas|compact,75,39.44
Atlas Scan Profile Retail 0301 Verbose,text.gen-text-atlas-scan-profile-retail-0301.verbose,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-verbose,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,atlas|gen-300,75,39.36
Atlas Scan Profile Retail 0301 Safe,text.gen-text-atlas-scan-profile-retail-0301.safe,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-safe,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,atlas|gen-300,75,39.63
Atlas Scan Profile Retail 0301 Adaptive,text.gen-text-atlas-scan-profile-retail-0301.adaptive,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-adaptive,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|atlas,75,38.89
Atlas Scan Profile Retail 0301 Batch,text.gen-text-atlas-scan-profile-retail-0301.batch,Magnexis APIHub > Text,api-text-gen-text-atlas-scan-profile-retail-0301-batch,text,Atlas Scan Profile Retail 0301 orchestrates deterministic orchestration results for text workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Orchestration,batch,atlas|batch,75,39.83
Forge Scan Profile Retail 0302,dev.gen-dev-forge-scan-profile-retail-0302.standard,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios.,medium,none,free,Diagnostic,standard,dev|diagnostic,60,39.43
Forge Scan Profile Retail 0302 Fast,dev.gen-dev-forge-scan-profile-retail-0302.fast,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-fast,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Diagnostic,fast,dev|diagnostic,45,39.18
Forge Scan Profile Retail 0302 Deep,dev.gen-dev-forge-scan-profile-retail-0302.deep,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-deep,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Diagnostic,deep,deep|dev,45,39.58
Forge Scan Profile Retail 0302 Strict,dev.gen-dev-forge-scan-profile-retail-0302.strict,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-strict,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Diagnostic,strict,dev|diagnostic,45,39.17
Forge Scan Profile Retail 0302 Creative,dev.gen-dev-forge-scan-profile-retail-0302.creative,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-creative,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Diagnostic,creative,creative|dev,45,38.99
Forge Scan Profile Retail 0302 Compact,dev.gen-dev-forge-scan-profile-retail-0302.compact,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-compact,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Diagnostic,compact,compact|dev,45,39.81
Forge Scan Profile Retail 0302 Verbose,dev.gen-dev-forge-scan-profile-retail-0302.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-verbose,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Diagnostic,verbose,dev|diagnostic,45,38.98
Forge Scan Profile Retail 0302 Safe,dev.gen-dev-forge-scan-profile-retail-0302.safe,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-safe,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Diagnostic,safe,dev|diagnostic,45,39.75
Forge Scan Profile Retail 0302 Adaptive,dev.gen-dev-forge-scan-profile-retail-0302.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-adaptive,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|dev,45,39.59
Forge Scan Profile Retail 0302 Batch,dev.gen-dev-forge-scan-profile-retail-0302.batch,Magnexis APIHub > Dev,api-dev-gen-dev-forge-scan-profile-retail-0302-batch,dev,Forge Scan Profile Retail 0302 orchestrates deterministic diagnostic results for dev workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|dev,45,39.55
Ember Scan Profile Retail 0303,data.gen-data-ember-scan-profile-retail-0303.standard,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios.,high,none,pro,Enrichment,standard,data|ember,30,39.09
Ember Scan Profile Retail 0303 Fast,data.gen-data-ember-scan-profile-retail-0303.fast,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-fast,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,data|ember,20,39.85
Ember Scan Profile Retail 0303 Deep,data.gen-data-ember-scan-profile-retail-0303.deep,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-deep,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,data|deep,20,39.39
Ember Scan Profile Retail 0303 Strict,data.gen-data-ember-scan-profile-retail-0303.strict,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-strict,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,data|ember,20,39.10
Ember Scan Profile Retail 0303 Creative,data.gen-data-ember-scan-profile-retail-0303.creative,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-creative,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,creative|data,20,39.29
Ember Scan Profile Retail 0303 Compact,data.gen-data-ember-scan-profile-retail-0303.compact,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-compact,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,compact|data,20,39.06
Ember Scan Profile Retail 0303 Verbose,data.gen-data-ember-scan-profile-retail-0303.verbose,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-verbose,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,data|ember,20,39.31
Ember Scan Profile Retail 0303 Safe,data.gen-data-ember-scan-profile-retail-0303.safe,Magnexis APIHub > Data,api-data-gen-data-ember-scan-profile-retail-0303-safe,data,Ember Scan Profile Retail 0303 orchestrates deterministic enrichment results for data workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,data|ember,20,39.84
