Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Prism Scan Canvas Retail 1062 Strict,media.gen-media-prism-scan-canvas-retail-1062.strict,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-strict,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,canvas|gen-61,20,15.85
Prism Scan Canvas Retail 1062 Creative,media.gen-media-prism-scan-canvas-retail-1062.creative,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-creative,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,canvas|creative,20,15.77
Prism Scan Canvas Retail 1062 Compact,media.gen-media-prism-scan-canvas-retail-1062.compact,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-compact,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,canvas|compact,20,15.17
Prism Scan Canvas Retail 1062 Verbose,media.gen-media-prism-scan-canvas-retail-1062.verbose,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-verbose,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,canvas|gen-61,20,15.65
Prism Scan Canvas Retail 1062 Safe,media.gen-media-prism-scan-canvas-retail-1062.safe,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-safe,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,canvas|gen-61,20,15.07
Prism Scan Canvas Retail 1062 Adaptive,media.gen-media-prism-scan-canvas-retail-1062.adaptive,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-adaptive,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|canvas,20,15.72
Prism Scan Canvas Retail 1062 Batch,media.gen-media-prism-scan-canvas-retail-1062.batch,Magnexis APIHub > Media,api-media-gen-media-prism-scan-canvas-retail-1062-batch,media,Prism Scan Canvas Retail 1062 orchestrates deterministic governance results for media workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|canvas,20,15.09
Flux Scan Canvas Retail 1063,game.gen-game-flux-scan-canvas-retail-1063.standard,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios.,low,none,free,Synthesis,standard,canvas|flux,90,15.32
Flux Scan Canvas Retail 1063 Fast,game.gen-game-flux-scan-canvas-retail-1063.fast,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-fast,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,canvas|fast,75,15.70
Flux Scan Canvas Retail 1063 Deep,game.gen-game-flux-scan-canvas-retail-1063.deep,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-deep,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,canvas|deep,75,15.54
Flux Scan Canvas Retail 1063 Strict,game.gen-game-flux-scan-canvas-retail-1063.strict,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-strict,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,canvas|flux,75,15.48
Flux Scan Canvas Retail 1063 Creative,game.gen-game-flux-scan-canvas-retail-1063.creative,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-creative,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,canvas|creative,75,15.58
Flux Scan Canvas Retail 1063 Compact,game.gen-game-flux-scan-canvas-retail-1063.compact,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-compact,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,canvas|compact,75,15.71
Flux Scan Canvas Retail 1063 Verbose,game.gen-game-flux-scan-canvas-retail-1063.verbose,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-verbose,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,canvas|flux,75,15.46
Flux Scan Canvas Retail 1063 Safe,game.gen-game-flux-scan-canvas-retail-1063.safe,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-safe,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,canvas|flux,75,15.43
Flux Scan Canvas Retail 1063 Adaptive,game.gen-game-flux-scan-canvas-retail-1063.adaptive,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-adaptive,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|canvas,75,15.81
Flux Scan Canvas Retail 1063 Batch,game.gen-game-flux-scan-canvas-retail-1063.batch,Magnexis APIHub > Game,api-game-gen-game-flux-scan-canvas-retail-1063-batch,game,Flux Scan Canvas Retail 1063 orchestrates deterministic synthesis results for game workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|canvas,75,16.00
Cinder Scan Canvas Retail 1064,sim.gen-sim-cinder-scan-canvas-retail-1064.standard,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios.,medium,none,free,Routing,standard,canvas|cinder,60,15.35
Cinder Scan Canvas Retail 1064 Fast,sim.gen-sim-cinder-scan-canvas-retail-1064.fast,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-fast,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,canvas|cinder,45,15.52
Cinder Scan Canvas Retail 1064 Deep,sim.gen-sim-cinder-scan-canvas-retail-1064.deep,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-deep,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,canvas|cinder,45,15.25
Cinder Scan Canvas Retail 1064 Strict,sim.gen-sim-cinder-scan-canvas-retail-1064.strict,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-strict,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,canvas|cinder,45,15.17
Cinder Scan Canvas Retail 1064 Creative,sim.gen-sim-cinder-scan-canvas-retail-1064.creative,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-creative,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,canvas|cinder,45,15.63
Cinder Scan Canvas Retail 1064 Compact,sim.gen-sim-cinder-scan-canvas-retail-1064.compact,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-compact,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,canvas|cinder,45,15.78
Cinder Scan Canvas Retail 1064 Verbose,sim.gen-sim-cinder-scan-canvas-retail-1064.verbose,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-verbose,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,canvas|cinder,45,15.60
Cinder Scan Canvas Retail 1064 Safe,sim.gen-sim-cinder-scan-canvas-retail-1064.safe,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-safe,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,canvas|cinder,45,15.38
Cinder Scan Canvas Retail 1064 Adaptive,sim.gen-sim-cinder-scan-canvas-retail-1064.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-adaptive,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|canvas,45,15.55
Cinder Scan Canvas Retail 1064 Batch,sim.gen-sim-cinder-scan-canvas-retail-1064.batch,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-scan-canvas-retail-1064-batch,sim,Cinder Scan Canvas Retail 1064 orchestrates deterministic routing results for sim workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|canvas,45,15.45
Nexus Scan Canvas Retail 1065,edu.gen-edu-nexus-scan-canvas-retail-1065.standard,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios.,high,none,pro,Profiling,standard,canvas|edu,30,15.28
Nexus Scan Canvas Retail 1065 Fast,edu.gen-edu-nexus-scan-canvas-retail-1065.fast,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-fast,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,canvas|edu,20,15.65
Nexus Scan Canvas Retail 1065 Deep,edu.gen-edu-nexus-scan-canvas-retail-1065.deep,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-deep,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,canvas|deep,20,16.02
Nexus Scan Canvas Retail 1065 Strict,edu.gen-edu-nexus-scan-canvas-retail-1065.strict,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-strict,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,canvas|edu,20,15.51
Nexus Scan Canvas Retail 1065 Creative,edu.gen-edu-nexus-scan-canvas-retail-1065.creative,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-creative,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,canvas|creative,20,16.02
Nexus Scan Canvas Retail 1065 Compact,edu.gen-edu-nexus-scan-canvas-retail-1065.compact,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-compact,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,canvas|compact,20,15.25
Nexus Scan Canvas Retail 1065 Verbose,edu.gen-edu-nexus-scan-canvas-retail-1065.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-verbose,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,canvas|edu,20,15.96
Nexus Scan Canvas Retail 1065 Safe,edu.gen-edu-nexus-scan-canvas-retail-1065.safe,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-safe,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,canvas|edu,20,15.85
Nexus Scan Canvas Retail 1065 Adaptive,edu.gen-edu-nexus-scan-canvas-retail-1065.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-adaptive,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|canvas,20,16.12
Nexus Scan Canvas Retail 1065 Batch,edu.gen-edu-nexus-scan-canvas-retail-1065.batch,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-scan-canvas-retail-1065-batch,edu,Nexus Scan Canvas Retail 1065 orchestrates deterministic profiling results for edu workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,batch|canvas,20,15.39
Quartz Scan Canvas Retail 1066,utility.gen-utility-quartz-scan-canvas-retail-1066.standard,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios.,low,none,free,Monitoring,standard,canvas|gen-65,90,15.46
Quartz Scan Canvas Retail 1066 Fast,utility.gen-utility-quartz-scan-canvas-retail-1066.fast,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-fast,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,canvas|fast,75,15.81
Quartz Scan Canvas Retail 1066 Deep,utility.gen-utility-quartz-scan-canvas-retail-1066.deep,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-deep,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,canvas|deep,75,15.61
Quartz Scan Canvas Retail 1066 Strict,utility.gen-utility-quartz-scan-canvas-retail-1066.strict,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-strict,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,canvas|gen-65,75,16.25
Quartz Scan Canvas Retail 1066 Creative,utility.gen-utility-quartz-scan-canvas-retail-1066.creative,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-creative,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,canvas|creative,75,16.16
Quartz Scan Canvas Retail 1066 Compact,utility.gen-utility-quartz-scan-canvas-retail-1066.compact,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-compact,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,canvas|compact,75,15.45
Quartz Scan Canvas Retail 1066 Verbose,utility.gen-utility-quartz-scan-canvas-retail-1066.verbose,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-verbose,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,canvas|gen-65,75,15.85
Quartz Scan Canvas Retail 1066 Safe,utility.gen-utility-quartz-scan-canvas-retail-1066.safe,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-safe,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,canvas|gen-65,75,16.18
Quartz Scan Canvas Retail 1066 Adaptive,utility.gen-utility-quartz-scan-canvas-retail-1066.adaptive,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-adaptive,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|canvas,75,15.89
Quartz Scan Canvas Retail 1066 Batch,utility.gen-utility-quartz-scan-canvas-retail-1066.batch,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-scan-canvas-retail-1066-batch,utility,Quartz Scan Canvas Retail 1066 orchestrates deterministic monitoring results for utility workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|canvas,75,15.50
Delta Scan Canvas Retail 1067,ai.gen-ai-delta-scan-canvas-retail-1067.standard,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios.,medium,none,free,Simulation,standard,ai|canvas,60,15.90
Delta Scan Canvas Retail 1067 Fast,ai.gen-ai-delta-scan-canvas-retail-1067.fast,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-fast,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,ai|canvas,45,16.35
Delta Scan Canvas Retail 1067 Deep,ai.gen-ai-delta-scan-canvas-retail-1067.deep,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-deep,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,ai|canvas,45,15.71
Delta Scan Canvas Retail 1067 Strict,ai.gen-ai-delta-scan-canvas-retail-1067.strict,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-strict,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,ai|canvas,45,16.08
Delta Scan Canvas Retail 1067 Creative,ai.gen-ai-delta-scan-canvas-retail-1067.creative,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-creative,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,ai|canvas,45,15.59
Delta Scan Canvas Retail 1067 Compact,ai.gen-ai-delta-scan-canvas-retail-1067.compact,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-compact,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,ai|canvas,45,16.13
Delta Scan Canvas Retail 1067 Verbose,ai.gen-ai-delta-scan-canvas-retail-1067.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-verbose,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,ai|canvas,45,15.78
Delta Scan Canvas Retail 1067 Safe,ai.gen-ai-delta-scan-canvas-retail-1067.safe,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-safe,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,ai|canvas,45,15.84
Delta Scan Canvas Retail 1067 Adaptive,ai.gen-ai-delta-scan-canvas-retail-1067.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-adaptive,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|ai,45,16.01
Delta Scan Canvas Retail 1067 Batch,ai.gen-ai-delta-scan-canvas-retail-1067.batch,Magnexis APIHub > Ai,api-ai-gen-ai-delta-scan-canvas-retail-1067-batch,ai,Delta Scan Canvas Retail 1067 orchestrates deterministic simulation results for ai workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,ai|batch,45,16.08
Ripple Scan Canvas Retail 1068,text.gen-text-ripple-scan-canvas-retail-1068.standard,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios.,high,none,pro,Optimization,standard,canvas|gen-67,30,16.22
Ripple Scan Canvas Retail 1068 Fast,text.gen-text-ripple-scan-canvas-retail-1068.fast,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-fast,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,canvas|fast,20,15.89
Ripple Scan Canvas Retail 1068 Deep,text.gen-text-ripple-scan-canvas-retail-1068.deep,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-deep,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,canvas|deep,20,15.70
Ripple Scan Canvas Retail 1068 Strict,text.gen-text-ripple-scan-canvas-retail-1068.strict,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-strict,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,canvas|gen-67,20,16.33
Ripple Scan Canvas Retail 1068 Creative,text.gen-text-ripple-scan-canvas-retail-1068.creative,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-creative,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,canvas|creative,20,16.02
Ripple Scan Canvas Retail 1068 Compact,text.gen-text-ripple-scan-canvas-retail-1068.compact,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-compact,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,canvas|compact,20,15.67
Ripple Scan Canvas Retail 1068 Verbose,text.gen-text-ripple-scan-canvas-retail-1068.verbose,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-verbose,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,canvas|gen-67,20,15.85
Ripple Scan Canvas Retail 1068 Safe,text.gen-text-ripple-scan-canvas-retail-1068.safe,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-safe,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,canvas|gen-67,20,16.04
Ripple Scan Canvas Retail 1068 Adaptive,text.gen-text-ripple-scan-canvas-retail-1068.adaptive,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-adaptive,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|canvas,20,15.96
Ripple Scan Canvas Retail 1068 Batch,text.gen-text-ripple-scan-canvas-retail-1068.batch,Magnexis APIHub > Text,api-text-gen-text-ripple-scan-canvas-retail-1068-batch,text,Ripple Scan Canvas Retail 1068 orchestrates deterministic optimization results for text workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|canvas,20,16.21
Atlas Scan Canvas Retail 1069,dev.gen-dev-atlas-scan-canvas-retail-1069.standard,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios.,low,none,free,Orchestration,standard,atlas|canvas,90,16.30
Atlas Scan Canvas Retail 1069 Fast,dev.gen-dev-atlas-scan-canvas-retail-1069.fast,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-fast,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,atlas|canvas,75,15.60
Atlas Scan Canvas Retail 1069 Deep,dev.gen-dev-atlas-scan-canvas-retail-1069.deep,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-deep,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,atlas|canvas,75,16.18
Atlas Scan Canvas Retail 1069 Strict,dev.gen-dev-atlas-scan-canvas-retail-1069.strict,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-strict,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,atlas|canvas,75,16.38
Atlas Scan Canvas Retail 1069 Creative,dev.gen-dev-atlas-scan-canvas-retail-1069.creative,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-creative,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,atlas|canvas,75,15.66
Atlas Scan Canvas Retail 1069 Compact,dev.gen-dev-atlas-scan-canvas-retail-1069.compact,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-compact,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,atlas|canvas,75,15.86
Atlas Scan Canvas Retail 1069 Verbose,dev.gen-dev-atlas-scan-canvas-retail-1069.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-verbose,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Orchestration,verbose,atlas|canvas,75,15.95
Atlas Scan Canvas Retail 1069 Safe,dev.gen-dev-atlas-scan-canvas-retail-1069.safe,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-safe,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Orchestration,safe,atlas|canvas,75,16.45
Atlas Scan Canvas Retail 1069 Adaptive,dev.gen-dev-atlas-scan-canvas-retail-1069.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-scan-canvas-retail-1069-adaptive,dev,Atlas Scan Canvas Retail 1069 orchestrates deterministic orchestration results for dev workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Orchestration,adaptive,adaptive|atlas,75,16.21
