Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Ripple Route Cluster Retail 1756 Safe,ai.gen-ai-ripple-route-cluster-retail-1756.safe,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-route-cluster-retail-1756-safe,ai,Ripple Route Cluster Retail 1756 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,ai|cluster,75,35.07
Ripple Route Cluster Retail 1756 Adaptive,ai.gen-ai-ripple-route-cluster-retail-1756.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-route-cluster-retail-1756-adaptive,ai,Ripple Route Cluster Retail 1756 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|ai,75,35.08
Ripple Route Cluster Retail 1756 Batch,ai.gen-ai-ripple-route-cluster-retail-1756.batch,Magnexis APIHub > Ai,api-ai-gen-ai-ripple-route-cluster-retail-1756-batch,ai,Ripple Route Cluster Retail 1756 orchestrates deterministic forecasting results for ai workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,ai|batch,75,35.19
Atlas Route Cluster Retail 1757,text.gen-text-atlas-route-cluster-retail-1757.standard,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios.,medium,none,free,Mapping,standard,atlas|cluster,60,35.15
Atlas Route Cluster Retail 1757 Fast,text.gen-text-atlas-route-cluster-retail-1757.fast,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-fast,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,atlas|cluster,45,35.10
Atlas Route Cluster Retail 1757 Deep,text.gen-text-atlas-route-cluster-retail-1757.deep,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-deep,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,atlas|cluster,45,35.19
Atlas Route Cluster Retail 1757 Strict,text.gen-text-atlas-route-cluster-retail-1757.strict,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-strict,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,atlas|cluster,45,34.68
Atlas Route Cluster Retail 1757 Creative,text.gen-text-atlas-route-cluster-retail-1757.creative,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-creative,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,atlas|cluster,45,34.55
Atlas Route Cluster Retail 1757 Compact,text.gen-text-atlas-route-cluster-retail-1757.compact,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-compact,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,atlas|cluster,45,34.66
Atlas Route Cluster Retail 1757 Verbose,text.gen-text-atlas-route-cluster-retail-1757.verbose,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-verbose,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,atlas|cluster,45,35.13
Atlas Route Cluster Retail 1757 Safe,text.gen-text-atlas-route-cluster-retail-1757.safe,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-safe,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,atlas|cluster,45,34.82
Atlas Route Cluster Retail 1757 Adaptive,text.gen-text-atlas-route-cluster-retail-1757.adaptive,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-adaptive,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|atlas,45,35.41
Atlas Route Cluster Retail 1757 Batch,text.gen-text-atlas-route-cluster-retail-1757.batch,Magnexis APIHub > Text,api-text-gen-text-atlas-route-cluster-retail-1757-batch,text,Atlas Route Cluster Retail 1757 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,atlas|batch,45,34.67
Forge Route Cluster Retail 1758,dev.gen-dev-forge-route-cluster-retail-1758.standard,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios.,high,none,pro,Governance,standard,cluster|dev,30,34.82
Forge Route Cluster Retail 1758 Fast,dev.gen-dev-forge-route-cluster-retail-1758.fast,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-fast,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,cluster|dev,20,34.54
Forge Route Cluster Retail 1758 Deep,dev.gen-dev-forge-route-cluster-retail-1758.deep,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-deep,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,cluster|deep,20,35.41
Forge Route Cluster Retail 1758 Strict,dev.gen-dev-forge-route-cluster-retail-1758.strict,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-strict,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,cluster|dev,20,35.26
Forge Route Cluster Retail 1758 Creative,dev.gen-dev-forge-route-cluster-retail-1758.creative,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-creative,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,cluster|creative,20,34.62
Forge Route Cluster Retail 1758 Compact,dev.gen-dev-forge-route-cluster-retail-1758.compact,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-compact,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,cluster|compact,20,34.55
Forge Route Cluster Retail 1758 Verbose,dev.gen-dev-forge-route-cluster-retail-1758.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-verbose,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,cluster|dev,20,34.80
Forge Route Cluster Retail 1758 Safe,dev.gen-dev-forge-route-cluster-retail-1758.safe,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-safe,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,cluster|dev,20,35.26
Forge Route Cluster Retail 1758 Adaptive,dev.gen-dev-forge-route-cluster-retail-1758.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-adaptive,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|cluster,20,35.34
Forge Route Cluster Retail 1758 Batch,dev.gen-dev-forge-route-cluster-retail-1758.batch,Magnexis APIHub > Dev,api-dev-gen-dev-forge-route-cluster-retail-1758-batch,dev,Forge Route Cluster Retail 1758 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|cluster,20,35.52
Ember Route Cluster Retail 1759,data.gen-data-ember-route-cluster-retail-1759.standard,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios.,low,none,free,Synthesis,standard,cluster|data,90,35.30
Ember Route Cluster Retail 1759 Fast,data.gen-data-ember-route-cluster-retail-1759.fast,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-fast,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,cluster|data,75,35.03
Ember Route Cluster Retail 1759 Deep,data.gen-data-ember-route-cluster-retail-1759.deep,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-deep,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,cluster|data,75,35.49
Ember Route Cluster Retail 1759 Strict,data.gen-data-ember-route-cluster-retail-1759.strict,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-strict,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,cluster|data,75,34.83
Ember Route Cluster Retail 1759 Creative,data.gen-data-ember-route-cluster-retail-1759.creative,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-creative,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,cluster|creative,75,34.93
Ember Route Cluster Retail 1759 Compact,data.gen-data-ember-route-cluster-retail-1759.compact,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-compact,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,cluster|compact,75,35.36
Ember Route Cluster Retail 1759 Verbose,data.gen-data-ember-route-cluster-retail-1759.verbose,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-verbose,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,cluster|data,75,34.69
Ember Route Cluster Retail 1759 Safe,data.gen-data-ember-route-cluster-retail-1759.safe,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-safe,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,cluster|data,75,35.06
Ember Route Cluster Retail 1759 Adaptive,data.gen-data-ember-route-cluster-retail-1759.adaptive,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-adaptive,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|cluster,75,35.61
Ember Route Cluster Retail 1759 Batch,data.gen-data-ember-route-cluster-retail-1759.batch,Magnexis APIHub > Data,api-data-gen-data-ember-route-cluster-retail-1759-batch,data,Ember Route Cluster Retail 1759 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|cluster,75,35.24
Spire Route Cluster Retail 1760,business.gen-business-spire-route-cluster-retail-1760.standard,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios.,medium,none,free,Routing,standard,business|cluster,60,35.49
Spire Route Cluster Retail 1760 Fast,business.gen-business-spire-route-cluster-retail-1760.fast,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-fast,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,business|cluster,45,34.94
Spire Route Cluster Retail 1760 Deep,business.gen-business-spire-route-cluster-retail-1760.deep,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-deep,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,business|cluster,45,35.30
Spire Route Cluster Retail 1760 Strict,business.gen-business-spire-route-cluster-retail-1760.strict,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-strict,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,business|cluster,45,35.42
Spire Route Cluster Retail 1760 Creative,business.gen-business-spire-route-cluster-retail-1760.creative,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-creative,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,business|cluster,45,35.63
Spire Route Cluster Retail 1760 Compact,business.gen-business-spire-route-cluster-retail-1760.compact,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-compact,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,business|cluster,45,35.38
Spire Route Cluster Retail 1760 Verbose,business.gen-business-spire-route-cluster-retail-1760.verbose,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-verbose,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,business|cluster,45,35.41
Spire Route Cluster Retail 1760 Safe,business.gen-business-spire-route-cluster-retail-1760.safe,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-safe,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,business|cluster,45,35.12
Spire Route Cluster Retail 1760 Adaptive,business.gen-business-spire-route-cluster-retail-1760.adaptive,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-adaptive,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|business,45,35.38
Spire Route Cluster Retail 1760 Batch,business.gen-business-spire-route-cluster-retail-1760.batch,Magnexis APIHub > Business,api-business-gen-business-spire-route-cluster-retail-1760-batch,business,Spire Route Cluster Retail 1760 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|business,45,35.65
Aurora Shape Cluster Retail 1761,finance.gen-finance-aurora-shape-cluster-retail-1761.standard,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios.,high,none,pro,Profiling,standard,aurora|cluster,30,35.71
Aurora Shape Cluster Retail 1761 Fast,finance.gen-finance-aurora-shape-cluster-retail-1761.fast,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-fast,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,aurora|cluster,20,35.66
Aurora Shape Cluster Retail 1761 Deep,finance.gen-finance-aurora-shape-cluster-retail-1761.deep,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-deep,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,aurora|cluster,20,35.25
Aurora Shape Cluster Retail 1761 Strict,finance.gen-finance-aurora-shape-cluster-retail-1761.strict,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-strict,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,aurora|cluster,20,34.82
Aurora Shape Cluster Retail 1761 Creative,finance.gen-finance-aurora-shape-cluster-retail-1761.creative,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-creative,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,aurora|cluster,20,35.31
Aurora Shape Cluster Retail 1761 Compact,finance.gen-finance-aurora-shape-cluster-retail-1761.compact,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-compact,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,aurora|cluster,20,35.26
Aurora Shape Cluster Retail 1761 Verbose,finance.gen-finance-aurora-shape-cluster-retail-1761.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-verbose,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,aurora|cluster,20,35.13
Aurora Shape Cluster Retail 1761 Safe,finance.gen-finance-aurora-shape-cluster-retail-1761.safe,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-safe,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,aurora|cluster,20,35.29
Aurora Shape Cluster Retail 1761 Adaptive,finance.gen-finance-aurora-shape-cluster-retail-1761.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-adaptive,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|aurora,20,34.88
Aurora Shape Cluster Retail 1761 Batch,finance.gen-finance-aurora-shape-cluster-retail-1761.batch,Magnexis APIHub > Finance,api-finance-gen-finance-aurora-shape-cluster-retail-1761-batch,finance,Aurora Shape Cluster Retail 1761 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,aurora|batch,20,34.92
Lattice Shape Cluster Retail 1762,security.gen-security-lattice-shape-cluster-retail-1762.standard,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios.,low,none,free,Monitoring,standard,cluster|gen-761,90,35.34
Lattice Shape Cluster Retail 1762 Fast,security.gen-security-lattice-shape-cluster-retail-1762.fast,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-fast,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,cluster|fast,75,35.63
Lattice Shape Cluster Retail 1762 Deep,security.gen-security-lattice-shape-cluster-retail-1762.deep,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-deep,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,cluster|deep,75,35.41
Lattice Shape Cluster Retail 1762 Strict,security.gen-security-lattice-shape-cluster-retail-1762.strict,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-strict,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,cluster|gen-761,75,35.04
Lattice Shape Cluster Retail 1762 Creative,security.gen-security-lattice-shape-cluster-retail-1762.creative,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-creative,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,cluster|creative,75,35.19
Lattice Shape Cluster Retail 1762 Compact,security.gen-security-lattice-shape-cluster-retail-1762.compact,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-compact,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,cluster|compact,75,35.11
Lattice Shape Cluster Retail 1762 Verbose,security.gen-security-lattice-shape-cluster-retail-1762.verbose,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-verbose,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,cluster|gen-761,75,35.45
Lattice Shape Cluster Retail 1762 Safe,security.gen-security-lattice-shape-cluster-retail-1762.safe,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-safe,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,cluster|gen-761,75,35.41
Lattice Shape Cluster Retail 1762 Adaptive,security.gen-security-lattice-shape-cluster-retail-1762.adaptive,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-adaptive,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|cluster,75,35.27
Lattice Shape Cluster Retail 1762 Batch,security.gen-security-lattice-shape-cluster-retail-1762.batch,Magnexis APIHub > Security,api-security-gen-security-lattice-shape-cluster-retail-1762-batch,security,Lattice Shape Cluster Retail 1762 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|cluster,75,35.23
Vector Shape Cluster Retail 1763,web.gen-web-vector-shape-cluster-retail-1763.standard,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios.,medium,none,free,Simulation,standard,cluster|gen-762,60,35.07
Vector Shape Cluster Retail 1763 Fast,web.gen-web-vector-shape-cluster-retail-1763.fast,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-fast,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,cluster|fast,45,35.22
Vector Shape Cluster Retail 1763 Deep,web.gen-web-vector-shape-cluster-retail-1763.deep,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-deep,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,cluster|deep,45,35.55
Vector Shape Cluster Retail 1763 Strict,web.gen-web-vector-shape-cluster-retail-1763.strict,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-strict,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,cluster|gen-762,45,35.97
Vector Shape Cluster Retail 1763 Creative,web.gen-web-vector-shape-cluster-retail-1763.creative,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-creative,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,cluster|creative,45,35.17
Vector Shape Cluster Retail 1763 Compact,web.gen-web-vector-shape-cluster-retail-1763.compact,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-compact,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,cluster|compact,45,35.32
Vector Shape Cluster Retail 1763 Verbose,web.gen-web-vector-shape-cluster-retail-1763.verbose,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-verbose,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,cluster|gen-762,45,35.75
Vector Shape Cluster Retail 1763 Safe,web.gen-web-vector-shape-cluster-retail-1763.safe,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-safe,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,cluster|gen-762,45,35.64
Vector Shape Cluster Retail 1763 Adaptive,web.gen-web-vector-shape-cluster-retail-1763.adaptive,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-adaptive,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|cluster,45,35.20
Vector Shape Cluster Retail 1763 Batch,web.gen-web-vector-shape-cluster-retail-1763.batch,Magnexis APIHub > Web,api-web-gen-web-vector-shape-cluster-retail-1763-batch,web,Vector Shape Cluster Retail 1763 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|cluster,45,35.72
Signal Shape Cluster Retail 1764,media.gen-media-signal-shape-cluster-retail-1764.standard,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios.,high,none,pro,Optimization,standard,cluster|gen-763,30,35.69
Signal Shape Cluster Retail 1764 Fast,media.gen-media-signal-shape-cluster-retail-1764.fast,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-fast,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,cluster|fast,20,35.44
Signal Shape Cluster Retail 1764 Deep,media.gen-media-signal-shape-cluster-retail-1764.deep,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-deep,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,cluster|deep,20,35.14
Signal Shape Cluster Retail 1764 Strict,media.gen-media-signal-shape-cluster-retail-1764.strict,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-strict,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,cluster|gen-763,20,35.35
Signal Shape Cluster Retail 1764 Creative,media.gen-media-signal-shape-cluster-retail-1764.creative,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-creative,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,cluster|creative,20,35.93
Signal Shape Cluster Retail 1764 Compact,media.gen-media-signal-shape-cluster-retail-1764.compact,Magnexis APIHub > Media,api-media-gen-media-signal-shape-cluster-retail-1764-compact,media,Signal Shape Cluster Retail 1764 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,cluster|compact,20,35.96
